"","X.1","X","site_ID","ID","Month_2015_from_pm2.5","monthly_mean_aqi_2015_from_pm2.5","monthly_mean_pm2.5_2015_from_pm2.5","n.obs_2015_from_pm2.5","Month_2015_from_pm10","monthly_mean_aqi_2015_from_pm10","monthly_mean_pm10_2015_from_pm10","n.obs_2015_from_pm10","Month_2016_from_pm2.5","monthly_mean_aqi_2016_from_pm2.5","monthly_mean_pm2.5_2016_from_pm2.5","n.obs_2016_from_pm2.5","Month_2016_from_pm10","monthly_mean_aqi_2016_from_pm10","monthly_mean_pm10_2016_from_pm10","n.obs_2016_from_pm10","Month_2017_from_pm2.5","monthly_mean_aqi_2017_from_pm2.5","monthly_mean_pm2.5_2017_from_pm2.5","n.obs_2017_from_pm2.5","Month_2017_from_pm10","monthly_mean_aqi_2017_from_pm10","monthly_mean_pm10_2017_from_pm10","n.obs_2017_from_pm10","Month_2018_from_pm2.5","monthly_mean_aqi_2018_from_pm2.5","monthly_mean_pm2.5_2018_from_pm2.5","n.obs_2018_from_pm2.5","Month_2018_from_pm10","monthly_mean_aqi_2018_from_pm10","monthly_mean_pm10_2018_from_pm10","n.obs_2018_from_pm10","Month_2019_from_pm2.5","monthly_mean_aqi_2019_from_pm2.5","monthly_mean_pm2.5_2019_from_pm2.5","n.obs_2019_from_pm2.5","Month_2019_from_pm10","monthly_mean_aqi_2019_from_pm10","monthly_mean_pm10_2019_from_pm10","n.obs_2019_from_pm10","Month_2020_from_pm2.5","monthly_mean_aqi_2020_from_pm2.5","monthly_mean_pm2.5_2020_from_pm2.5","n.obs_2020_from_pm2.5","Month_2020_from_pm10","monthly_mean_aqi_2020_from_pm10","monthly_mean_pm10_2020_from_pm10","n.obs_2020_from_pm10","interstate","distance_feet","distance_mi","name_pp","active_flag","fuel_type","PP_distance_feet","PP_distance_mi","med_income","Month_2021_from_pm2.5","monthly_mean_pm2.5_2021_from_pm2.5","Month_2022_from_pm2.5","monthly_mean_pm2.5_2022_from_pm2.5","Month_2023_from_pm2.5","monthly_mean_pm2.5_2023_from_pm2.5"
"229",229,229,"Lowry Avenue","Lowry Avenue_April",NA,NA,NA,NA,"April",27.96428571,33.5,28,NA,NA,NA,NA,"April",27.46666667,32.63333333,30,NA,NA,NA,NA,"April",21.66666667,24.3,30,NA,NA,NA,NA,"April",27.86666667,31.83333333,30,NA,NA,NA,NA,"April",19.36666667,21.03333333,30,NA,NA,NA,NA,"April",18.93333333,20.43333333,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",230,230,"Lowry Avenue","Lowry Avenue_August",NA,NA,NA,NA,"August",33.83870968,40.38709677,31,NA,NA,NA,NA,"August",31.48387097,36.41935484,31,NA,NA,NA,NA,"August",20.80645161,22.41935484,31,NA,NA,NA,NA,"August",33.16129032,36.80645161,31,NA,NA,NA,NA,"August",25.67741935,27.77419355,31,NA,NA,NA,NA,"August",26.39285714,28.60714286,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",231,231,"Lowry Avenue","Lowry Avenue_December",NA,NA,NA,NA,"December",18.19354839,19.83870968,31,NA,NA,NA,NA,"December",15.61290323,16.87096774,31,NA,NA,NA,NA,"December",17.96774194,19.80645161,31,NA,NA,NA,NA,"December",10.5,11.33333333,12,NA,NA,NA,NA,"December",15.25806452,16.48387097,31,NA,NA,NA,NA,"December",20.37931034,22,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",232,232,"Lowry Avenue","Lowry Avenue_February",NA,NA,NA,NA,"February",32.64285714,36.85714286,28,NA,NA,NA,NA,"February",20.34482759,21.96551724,29,NA,NA,NA,NA,"February",26.39285714,28.67857143,28,NA,NA,NA,NA,"February",21.5,23.29166667,24,NA,NA,NA,NA,"February",13.35714286,14.35714286,28,NA,NA,NA,NA,"February",18.34482759,19.86206897,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",233,233,"Lowry Avenue","Lowry Avenue_November",NA,NA,NA,NA,"November",28.5,32.63333333,30,NA,NA,NA,NA,"November",29.3,32.5,30,NA,NA,NA,NA,"November",29.66666667,34.93333333,30,NA,NA,NA,NA,"November",16.21428571,17.78571429,14,NA,NA,NA,NA,"November",16.36666667,17.66666667,30,NA,NA,NA,NA,"November",22.1,25.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",234,234,"Lowry Avenue","Lowry Avenue_October",NA,NA,NA,NA,"October",31.87096774,36.41935484,31,NA,NA,NA,NA,"October",27.19354839,30.32258065,31,NA,NA,NA,NA,"October",25.16666667,28.56666667,30,NA,NA,NA,NA,"October",20.16129032,23.06451613,31,NA,NA,NA,NA,"October",17.87096774,19.74193548,31,NA,NA,NA,NA,"October",19.88,21.96,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",235,235,"Lowry Avenue","Lowry Avenue_September",NA,NA,NA,NA,"September",38.3,47.7,30,NA,NA,NA,NA,"September",22.46666667,24.33333333,30,NA,NA,NA,NA,"September",35.83333333,41.73333333,30,NA,NA,NA,NA,"September",24.96666667,27.83333333,30,NA,NA,NA,NA,"September",21.03333333,22.96666667,30,NA,NA,NA,NA,"September",25.16666667,27.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",236,236,"Lowry Avenue","Lowry Avenue_May",NA,NA,NA,NA,"May",23.83870968,26.48387097,31,NA,NA,NA,NA,"May",39.38709677,47.06451613,31,NA,NA,NA,NA,"May",21.25806452,23,31,NA,NA,NA,NA,"May",31.64516129,35.16129032,31,NA,NA,NA,NA,"May",20.58064516,22.51612903,31,NA,NA,NA,NA,"May",18.22580645,19.70967742,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",237,237,"Lowry Avenue","Lowry Avenue_July",NA,NA,NA,NA,"July",40.16129032,46.5483871,31,NA,NA,NA,NA,"July",30.19354839,34.29032258,31,NA,NA,NA,NA,"July",25,27.35483871,31,NA,NA,NA,NA,"July",24.58064516,26.93548387,31,NA,NA,NA,NA,"July",31.5483871,35.19354839,31,NA,NA,NA,NA,"July",27.5,30.26666667,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",238,238,"Lowry Avenue","Lowry Avenue_June",NA,NA,NA,NA,"June",31,34.96666667,30,NA,NA,NA,NA,"June",36,41.26666667,30,NA,NA,NA,NA,"June",26.6,29.93333333,30,NA,NA,NA,NA,"June",24.76666667,27.13333333,30,NA,NA,NA,NA,"June",27.23333333,29.83333333,30,NA,NA,NA,NA,"June",27.9,30.76666667,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",239,239,"Lowry Avenue","Lowry Avenue_January",NA,NA,NA,NA,"January",21.52,23.24,25,NA,NA,NA,NA,"January",20.90322581,22.74193548,31,NA,NA,NA,NA,"January",17.16129032,18.61290323,31,NA,NA,NA,NA,"January",19.70967742,21.41935484,31,NA,NA,NA,NA,"January",17.06896552,18.51724138,29,NA,NA,NA,NA,"January",12.06451613,13.16129032,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",240,240,"Lowry Avenue","Lowry Avenue_March",NA,NA,NA,NA,"March",33.32258065,37.64516129,31,NA,NA,NA,NA,"March",26.96774194,30.83870968,31,NA,NA,NA,NA,"March",22.61290323,24.58064516,31,NA,NA,NA,NA,"March",18.83870968,20.41935484,31,NA,NA,NA,NA,"March",19.51612903,21.35483871,31,NA,NA,NA,NA,"March",18.25806452,19.70967742,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",241,241,"Lyndale Neighborhood","Lyndale Neighborhood_March","March",43.16129032,10.62258065,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35W",698.1,0.132215909,"Hennepin County Energy Center","Y","Natural gas",10654.61847,2.018351527,27418,NA,NA,NA,NA,NA,NA
"242",242,242,"Lyndale Neighborhood","Lyndale Neighborhood_January","January",49.44827586,12.85862069,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35W",698.1,0.132215909,"Hennepin County Energy Center","Y","Natural gas",10654.61847,2.018351527,27418,NA,NA,NA,NA,NA,NA
"243",243,243,"Lyndale Neighborhood","Lyndale Neighborhood_February","February",50.60714286,13.34285714,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35W",698.1,0.132215909,"Hennepin County Energy Center","Y","Natural gas",10654.61847,2.018351527,27418,NA,NA,NA,NA,NA,NA
"244",244,244,"Michigan Street","Michigan Street_August","August",26.74193548,6.441935484,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",205.44,0.038909091,"Duluth Steam Plant 1","Y","Coal",7299.547894,1.38278566,26079,NA,NA,NA,NA,NA,NA
"245",245,245,"Michigan Street","Michigan Street_July","July",37.67741935,10.10322581,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",205.44,0.038909091,"Duluth Steam Plant 1","Y","Coal",7299.547894,1.38278566,26079,NA,NA,NA,NA,NA,NA
"246",246,246,"Michigan Street","Michigan Street_November","November",26.73333333,6.483333333,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",205.44,0.038909091,"Duluth Steam Plant 1","Y","Coal",7299.547894,1.38278566,26079,NA,NA,NA,NA,NA,NA
"247",247,247,"Michigan Street","Michigan Street_December","December",23.83870968,5.783870968,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",205.44,0.038909091,"Duluth Steam Plant 1","Y","Coal",7299.547894,1.38278566,26079,NA,NA,NA,NA,NA,NA
"248",248,248,"Michigan Street","Michigan Street_October","October",15.93548387,3.812903226,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",205.44,0.038909091,"Duluth Steam Plant 1","Y","Coal",7299.547894,1.38278566,26079,NA,NA,NA,NA,NA,NA
"249",249,249,"Michigan Street","Michigan Street_September","September",22.63333333,5.523333333,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",205.44,0.038909091,"Duluth Steam Plant 1","Y","Coal",7299.547894,1.38278566,26079,NA,NA,NA,NA,NA,NA
"250",250,250,"Near Road I-35","Near Road I-35_July","July",35.5483871,9.361290323,31,NA,NA,NA,NA,"July",21.29032258,5.1,31,NA,NA,NA,NA,"July",21.4516129,5.15483871,31,NA,NA,NA,NA,"July",27.64516129,6.619354839,31,NA,NA,NA,NA,"July",30.5,7.6,26,NA,NA,NA,NA,"July",24.74193548,6.2,31,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"July",17.8,"July",6.0037037037037,"July",11.7967741935484
"251",251,251,"Near Road I-35","Near Road I-35_June","June",35.83333333,8.893333333,30,NA,NA,NA,NA,"June",19.4,4.653333333,30,NA,NA,NA,NA,"June",18.9,4.51,30,NA,NA,NA,NA,"June",24.84,5.936,25,NA,NA,NA,NA,"June",29.03333333,6.95,30,NA,NA,NA,NA,"June",26.43333333,6.336666667,30,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"June",7.203333333,"June",4.78,"June",22.04
"252",252,252,"Near Road I-35","Near Road I-35_February","February",35.82142857,9.160714286,28,NA,NA,NA,NA,"February",22.93103448,5.562068966,29,NA,NA,NA,NA,"February",28.21428571,6.796428571,28,NA,NA,NA,NA,"February",33.89285714,8.371428571,28,NA,NA,NA,NA,"February",44.57142857,11.475,28,NA,NA,NA,NA,"February",28.79310345,6.913793103,29,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"February",11.4,"February",4.755,"February",7.91785714285714
"253",253,253,"Near Road I-35","Near Road I-35_December","December",24.80645161,5.94516129,31,NA,NA,NA,NA,"December",25.09677419,6,31,NA,NA,NA,NA,"December",25.86206897,6.286206897,29,NA,NA,NA,NA,"December",41.96774194,11.11935484,31,NA,NA,NA,NA,"December",39.67741935,10.26129032,31,NA,NA,NA,NA,"December",38.19354839,9.580645161,31,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"December",7.548387097,"December",8.32258064516129,"December",8.72258064516129
"254",254,254,"Near Road I-35","Near Road I-35_October","October",23.06451613,5.635483871,31,NA,NA,NA,NA,"October",23.2,5.532,25,NA,NA,NA,NA,"October",19.84615385,4.723076923,26,NA,NA,NA,NA,"October",20.32258065,4.864516129,31,NA,NA,NA,NA,"October",14.38709677,3.451612903,31,NA,NA,NA,NA,"October",29.2,7.073333333,30,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"October",6.009677419,"October",9.50322580645161,"October",6.0741935483871
"255",255,255,"Near Road I-35","Near Road I-35_January","January",32.58064516,8.14516129,31,NA,NA,NA,NA,"January",35.29032258,9.229032258,31,NA,NA,NA,NA,"January",37.58064516,9.306451613,31,NA,NA,NA,NA,"January",32.93548387,8.016129032,31,NA,NA,NA,NA,"January",35.29032258,8.677419355,31,NA,NA,NA,NA,"January",35.51612903,8.916129032,31,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"January",11.70967742,"January",7.79259259259259,"January",13.7806451612903
"256",256,256,"Near Road I-35","Near Road I-35_May","May",26.29032258,6.316129032,31,NA,NA,NA,NA,"May",23.67741935,6.267741935,31,NA,NA,NA,NA,"May",17.22580645,4.129032258,31,NA,NA,NA,NA,"May",26.61290323,6.361290323,31,NA,NA,NA,NA,"May",22.74193548,5.577419355,31,NA,NA,NA,NA,"May",22.12903226,5.287096774,31,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"May",6.051612903,"May",3.15806451612903,"May",11.2387096774194
"257",257,257,"Near Road I-35","Near Road I-35_November","November",23.23333333,5.566666667,30,NA,NA,NA,NA,"November",26.03333333,6.236666667,30,NA,NA,NA,NA,"November",24.35714286,5.828571429,28,NA,NA,NA,NA,"November",34.11538462,8.326923077,26,NA,NA,NA,NA,"November",21.6,5.22,30,NA,NA,NA,NA,"November",33.56666667,8.11,30,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"November",5.934615385,"November",8.99666666666667,"November",6.60333333333333
"258",258,258,"Near Road I-35","Near Road I-35_March","March",26.29032258,6.351612903,31,NA,NA,NA,NA,"March",21.16129032,5.090322581,31,NA,NA,NA,NA,"March",27.26666667,6.54,30,NA,NA,NA,NA,"March",30.09677419,7.261290323,31,NA,NA,NA,NA,"March",39.1,9.856666667,30,NA,NA,NA,NA,"March",24.67741935,5.938709677,31,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"March",8.758064516,"March",3.94193548387097,"March",7.49354838709677
"259",259,259,"Near Road I-35","Near Road I-35_April","April",24.76666667,5.923333333,30,NA,NA,NA,NA,"April",21.76666667,5.226666667,30,NA,NA,NA,NA,"April",23.46666667,5.66,30,NA,NA,NA,NA,"April",26.5,6.33,30,NA,NA,NA,NA,"April",24.53333333,5.943333333,30,NA,NA,NA,NA,"April",24.9,6.003333333,30,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"April",7.343333333,"April",3.12,"April",6.46666666666667
"260",260,260,"Near Road I-35","Near Road I-35_August","August",25.90322581,6.261290323,31,NA,NA,NA,NA,"August",19.14814815,4.585185185,27,NA,NA,NA,NA,"August",25.74193548,6.312903226,31,NA,NA,NA,NA,"August",41.4516129,10.47096774,31,NA,NA,NA,NA,"August",23.1,5.533333333,30,NA,NA,NA,NA,"August",31.96774194,7.741935484,31,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"August",10.17,"August",7.2,"August",12.8032258064516
"261",261,261,"Near Road I-35","Near Road I-35_September","September",32.44,8.004,25,NA,NA,NA,NA,"September",16.23333333,3.86,30,NA,NA,NA,NA,"September",30.23333333,7.58,30,NA,NA,NA,NA,"September",19.96666667,4.78,30,NA,NA,NA,NA,"September",15.83333333,3.81,30,NA,NA,NA,NA,"September",25.66666667,6.15,30,NA,NA,NA,NA,"35",130.85,0.024782197,"Xcel Energy - Blue Lake","Y","Diesel/Natural gas",46701.29154,8.846832322,53808,"September",5.637931034,"September",7.42333333333333,"September",10.37
"262",262,262,"Near Road I-35/I-94","Near Road I-35/I-94_March","March",40.96774194,10.01612903,31,NA,NA,NA,NA,"March",35.87096774,8.758064516,31,NA,NA,NA,NA,"March",32.61290323,7.9,31,NA,NA,NA,NA,"March",31.22580645,7.712903226,31,NA,NA,NA,NA,"March",48.25,12.44285714,28,NA,NA,NA,NA,"March",31.93548387,7.716129032,31,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"March",9.877419355,"March",6.27741935483871,"March",8.6
"263",263,263,"Near Road I-35/I-94","Near Road I-35/I-94_June","June",28.66666667,7.166666667,30,NA,NA,NA,NA,"June",23.13333333,5.55,30,NA,NA,NA,NA,"June",25.2,6.053333333,30,NA,NA,NA,NA,"June",14.7,3.536666667,30,NA,NA,NA,NA,"June",21.46666667,5.16,30,NA,NA,NA,NA,"June",30.4,7.44,30,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"June",5.74137931,"June",4.75333333333333,"June",22.89
"264",264,264,"Near Road I-35/I-94","Near Road I-35/I-94_September","September",31.2,7.592,25,NA,NA,NA,NA,"September",19.53333333,4.653333333,30,NA,NA,NA,NA,"September",31.26666667,7.813333333,30,NA,NA,NA,NA,"September",9.133333333,1.953333333,30,NA,NA,NA,NA,"September",19.13333333,4.596666667,30,NA,NA,NA,NA,"September",22.86666667,5.53,30,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"September",5.133333333,"September",8.31666666666667,"September",9.60666666666667
"265",265,265,"Near Road I-35/I-94","Near Road I-35/I-94_November","November",34.7,8.403333333,30,NA,NA,NA,NA,"November",35.1,8.55,30,NA,NA,NA,NA,"November",28.45833333,6.991666667,24,NA,NA,NA,NA,"November",32.93333333,8.086666667,30,NA,NA,NA,NA,"November",30.16666667,7.26,30,NA,NA,NA,NA,"November",31.03571429,7.517857143,28,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"November",5.124137931,"November",10.11,"November",7.48
"266",266,266,"Near Road I-35/I-94","Near Road I-35/I-94_October","October",32.96774194,8.116129032,31,NA,NA,NA,NA,"October",27.73076923,6.65,26,NA,NA,NA,NA,"October",26.56666667,6.363333333,30,NA,NA,NA,NA,"October",12.88461538,3.046153846,26,NA,NA,NA,NA,"October",19.90322581,4.764516129,31,NA,NA,NA,NA,"October",21.32258065,5.138709677,31,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"October",5.116129032,"October",11.0290322580645,"October",6.28709677419355
"267",267,267,"Near Road I-35/I-94","Near Road I-35/I-94_December","December",38.77419355,9.474193548,31,NA,NA,NA,NA,"December",32.32258065,7.783870968,31,NA,NA,NA,NA,"December",34.93548387,8.606451613,31,NA,NA,NA,NA,"December",47.25806452,12.92580645,31,NA,NA,NA,NA,"December",47.77419355,12.70645161,31,NA,NA,NA,NA,"December",37.06451613,9.361290323,31,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"December",8.090322581,"December",8.95806451612903,"December",9.94838709677419
"268",268,268,"Near Road I-35/I-94","Near Road I-35/I-94_May","May",29.77419355,7.129032258,31,NA,NA,NA,NA,"May",36.48387097,9.570967742,31,NA,NA,NA,NA,"May",26.77419355,6.396774194,31,NA,NA,NA,NA,"May",23.09677419,5.551612903,31,NA,NA,NA,NA,"May",22.80645161,5.6,31,NA,NA,NA,NA,"May",23.16129032,5.558064516,31,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"May",4.770967742,"May",4.68387096774194,"May",11.3645161290323
"269",269,269,"Near Road I-35/I-94","Near Road I-35/I-94_April","April",33.23333333,7.966666667,30,NA,NA,NA,NA,"April",33.43333333,8.086666667,30,NA,NA,NA,NA,"April",31.3,7.606666667,30,NA,NA,NA,NA,"April",28.36666667,6.826666667,30,NA,NA,NA,NA,"April",24.36,5.856,25,NA,NA,NA,NA,"April",28.46666667,6.893333333,30,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"April",6.533333333,"April",4.59333333333333,"April",7.33
"270",270,270,"Near Road I-35/I-94","Near Road I-35/I-94_August","August",20.80645161,4.983870968,31,NA,NA,NA,NA,"August",22.06451613,5.283870968,31,NA,NA,NA,NA,"August",29.70967742,7.225806452,31,NA,NA,NA,NA,"August",30.58064516,7.551612903,31,NA,NA,NA,NA,"August",24.03225806,5.748387097,31,NA,NA,NA,NA,"August",21.38709677,5.129032258,31,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"August",8.309677419,"August",7.72258064516129,"August",13.5612903225806
"271",271,271,"Near Road I-35/I-94","Near Road I-35/I-94_February","February",49.46428571,12.79642857,28,NA,NA,NA,NA,"February",39.06896552,9.717241379,29,NA,NA,NA,NA,"February",34.78571429,8.421428571,28,NA,NA,NA,NA,"February",38.46428571,9.678571429,28,NA,NA,NA,NA,"February",51.21428571,13.53928571,28,NA,NA,NA,NA,"February",41,10.07586207,29,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"February",13.85,"February",8.93928571428571,"February",9.34285714285714
"272",272,272,"Near Road I-35/I-94","Near Road I-35/I-94_January","January",47.25806452,12.04516129,31,NA,NA,NA,NA,"January",50.22580645,13.73548387,31,NA,NA,NA,NA,"January",45.74193548,11.8,31,NA,NA,NA,NA,"January",39.61290323,9.825806452,31,NA,NA,NA,NA,"January",44.77272727,11.30454545,22,NA,NA,NA,NA,"January",42.93548387,10.92580645,31,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"January",12.38387097,"January",9.94193548387097,"January",14.6741935483871
"273",273,273,"Near Road I-35/I-94","Near Road I-35/I-94_July","July",20.67741935,5.383870968,31,NA,NA,NA,NA,"July",23.25806452,5.551612903,31,NA,NA,NA,NA,"July",28.09677419,6.751612903,31,NA,NA,NA,NA,"July",16.96774194,4.229032258,31,NA,NA,NA,NA,"July",29.06896552,7.093103448,29,NA,NA,NA,NA,"July",22.83870968,6.061290323,31,NA,NA,NA,NA,"94",111.08,0.021037879,"Hennepin County Energy Center","Y","Natural gas",2628.157165,0.497863442,14457,"July",17.40967742,"July",5.43684210526316,"July",12.6964285714286
"274",274,274,"North Shore Mining Industrial Site NM18","North Shore Mining Industrial Site NM18_April",NA,NA,NA,NA,"April",9.8,10.8,5,NA,NA,NA,NA,"April",4,4.2,5,NA,NA,NA,NA,"April",17.8,19.2,5,NA,NA,NA,NA,"April",16.2,17.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",275,275,"North Shore Mining Industrial Site NM18","North Shore Mining Industrial Site NM18_August",NA,NA,NA,NA,"August",12.6,14,5,NA,NA,NA,NA,"August",12.8,14,5,NA,NA,NA,NA,"August",14,15.2,5,NA,NA,NA,NA,"August",22.4,24.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",276,276,"North Shore Mining Industrial Site NM18","North Shore Mining Industrial Site NM18_December",NA,NA,NA,NA,"December",6,6.6,5,NA,NA,NA,NA,"December",0.8,0.8,5,NA,NA,NA,NA,"December",6.8,7.4,5,NA,NA,NA,NA,"December",8.2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",277,277,"North Shore Mining Industrial Site NM18","North Shore Mining Industrial Site NM18_February",NA,NA,NA,NA,"February",7.333333333,8,3,NA,NA,NA,NA,"February",2,2,4,NA,NA,NA,NA,"February",5.5,6,4,NA,NA,NA,NA,"February",9.2,9.8,5,NA,NA,NA,NA,"February",9.8,10.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
